marca,modelo,precio,anno,kilometros,combustible,transmision,potencia,fuente,carroceria
MERCEDES-BENZ,CLASE GLC,33100.0,2020.0,61166.0,Diésel,Automatico,16312.0,coches.net,utilitario
VOLVO,V60,29990.0,2023.0,92397.0,Híbrido,Automatico,19712.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,74900.0,2023.0,16137.0,Híbrido,Automatico,40812.0,coches.net,berlina
MERCEDES-BENZ,CLASE T,25890.0,2023.0,56306.0,Diésel,Automatico,11612.0,coches.net,utilitario
MINI,MINI,15400.0,2019.0,78000.0,Gasolina,Manual,10212.0,coches.net,berlina
MERCEDES-BENZ,CLASE T,26990.0,2023.0,12019.0,Diésel,Manual,11612.0,coches.net,utilitario
AUDI,A4,27900.0,2020.0,85000.0,Diésel,Automatico,19012.0,coches.net,berlina
TOYOTA,COROLLA,25990.0,2025.0,9084.0,Híbrido,Automatico,14012.0,coches.net,berlina
LAND-ROVER,DISCOVERY,24890.0,2019.0,122470.0,Diésel,Automatico,24012.0,coches.net,utilitario
TOYOTA,HILUX,34900.0,2021.0,35000.0,Diésel,Manual,15012.0,coches.net,pick up
SUZUKI,VITARA,17990.0,2021.0,65222.0,Híbrido,Manual,12912.0,coches.net,utilitario
OMODA,5,25990.0,2024.0,18409.0,Gasolina,Automatico,18512.0,coches.net,utilitario
BMW,SERIE 3,39990.0,2025.0,29413.0,Híbrido,Automatico,15012.0,coches.net,berlina
VOLVO,XC60,34990.0,2021.0,66928.0,Híbrido,Automatico,19712.0,coches.net,utilitario
FORD,FOCUS,12000.0,2021.0,126270.0,Diésel,Automatico,12012.0,coches.net,berlina
MASERATI,GHIBLI,48990.0,2018.0,46230.0,Gasolina,Automatico,43012.0,coches.net,berlina
JAGUAR,E-PACE,49900.0,2025.0,3611.0,Híbrido enchufable,Automatico,30912.0,coches.net,utilitario
BMW,X2,29900.0,2022.0,30645.0,Híbrido enchufable,Automatico,22012.0,coches.net,utilitario
PEUGEOT,3008,17990.0,2021.0,62967.0,Diésel,Manual,13012.0,coches.net,utilitario
MINI,COUNTRYMAN,9500.0,2014.0,200000.0,Diésel,Manual,11212.0,coches.net,berlina
SEAT,ATECA,22900.0,2021.0,89500.0,Diésel,Automatico,15012.0,coches.net,utilitario
VOLKSWAGEN,GOLF,25000.0,2025.0,49000.0,Gasolina,Manual,11512.0,coches.net,berlina
TOYOTA,COROLLA,31890.0,2026.0,1130.0,Híbrido,Automatico,14012.0,coches.net,berlina
SMART,FORTWO,10650.0,2015.0,52000.0,Gasolina,Automatico,7112.0,coches.net,berlina
MINI,COUNTRYMAN,14950.0,2018.0,99950.0,Gasolina,Automatico,19212.0,coches.net,berlina
MINI,COUNTRYMAN,14950.0,2018.0,99950.0,Gasolina,Automatico,19212.0,coches.net,berlina
VOLKSWAGEN,POLO,15590.0,2022.0,68163.0,Gasolina,Manual,9512.0,coches.net,berlina
AUDI,A5,31990.0,2020.0,120000.0,Diésel,Automatico,19012.0,coches.net,berlina
VOLKSWAGEN,TAIGO,18709.0,2023.0,64305.0,Gasolina,Manual,11012.0,coches.net,utilitario
VOLKSWAGEN,TAIGO,18809.0,2023.0,59116.0,Gasolina,Manual,9512.0,coches.net,utilitario
VOLKSWAGEN,TAIGO,18910.0,2023.0,64252.0,Gasolina,Manual,9512.0,coches.net,utilitario
MG,MG3,14790.0,2025.0,5982.0,Gasolina,Manual,11612.0,coches.net,berlina
MG,MG3,14390.0,2025.0,8399.0,Gasolina,Manual,11612.0,coches.net,berlina
FIAT,500,11900.0,2022.0,36800.0,Híbrido,Manual,7012.0,coches.net,berlina
FIAT,500,8900.0,2021.0,65000.0,Híbrido,Manual,7012.0,coches.net,berlina
FIAT,500,11690.0,2023.0,43765.0,Híbrido,Manual,7012.0,coches.net,berlina
MERCEDES-BENZ,GLB,49000.0,2023.0,88656.0,Diésel,Automatico,19012.0,coches.net,utilitario
AUDI,A3,35900.0,2025.0,30828.0,Diésel,Automatico,15012.0,coches.net,berlina
BMW,SERIE 2 GRAN TOURER,14990.0,2021.0,140000.0,Diésel,Manual,11612.0,coches.net,utilitario
CITROEN,C4 CACTUS,9490.0,2016.0,74000.0,Diésel,Manual,10012.0,coches.net,berlina
KIA,PICANTO,15485.0,2024.0,11049.0,Gasolina,Manual,6312.0,coches.net,berlina
OPEL,ASTRA,10950.0,2020.0,71900.0,Gasolina,Manual,11012.0,coches.net,berlina
HONDA,CIVIC,21990.0,2017.0,65697.0,Gasolina,Automatico,18212.0,coches.net,berlina
CUPRA,FORMENTOR,27990.0,2022.0,23815.0,Diésel,Automatico,15012.0,coches.net,utilitario
FORD,FOCUS,3900.0,2006.0,177533.0,Gasolina,Manual,11512.0,coches.net,berlina
NISSAN,JUKE,20990.0,2024.0,2.0,Gasolina,Manual,11412.0,coches.net,utilitario
MAZDA,CX-5,26900.0,2023.0,68113.0,Gasolina,Manual,16512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,24990.0,2017.0,150000.0,Diésel,Automatico,20412.0,coches.net,utilitario
BMW,SERIE 1,47890.0,2025.0,6648.0,Gasolina,Automatico,30012.0,coches.net,berlina
MINI,COUNTRYMAN,15990.0,2019.0,138609.0,Diésel,Manual,11612.0,coches.net,berlina
HYUNDAI,I30,14990.0,2019.0,67555.0,Gasolina,Manual,12012.0,coches.net,berlina
SKODA,FABIA,15090.0,2023.0,11816.0,Gasolina,Manual,9512.0,coches.net,berlina
RENAULT,SCÉNIC,4000.0,2006.0,209000.0,Diésel,Manual,13012.0,coches.net,utilitario
AUDI,A5,24399.0,2019.0,58076.0,Gasolina,Automatico,15012.0,coches.net,berlina
FIAT,PANDA,12950.0,2024.0,39485.0,Híbrido,Manual,7012.0,coches.net,berlina
AUDI,Q8,58990.0,2021.0,68000.0,Híbrido enchufable,Automatico,38112.0,coches.net,utilitario
TOYOTA,C-HR,26490.0,2022.0,72864.0,Híbrido,Automatico,18412.0,coches.net,berlina
TOYOTA,C-HR,26490.0,2022.0,76238.0,Híbrido,Automatico,18412.0,coches.net,berlina
JEEP,COMPASS,15490.0,2019.0,51974.0,Gasolina,Manual,14012.0,coches.net,utilitario
TOYOTA,AURIS,6999.0,2008.0,162000.0,Diésel,Manual,17712.0,coches.net,berlina
SEAT,ATECA,20990.0,2022.0,40961.0,Gasolina,Manual,15012.0,coches.net,utilitario
BMW,X1,19290.0,2018.0,104972.0,Diésel,Manual,15012.0,coches.net,utilitario
KIA,CARNIVAL,6499.0,2010.0,229000.0,Diésel,Automatico,18512.0,coches.net,utilitario
VOLVO,XC60,32990.0,2022.0,91224.0,Híbrido enchufable,Automatico,35012.0,coches.net,utilitario
VOLVO,XC60,34990.0,2021.0,66928.0,Híbrido,Automatico,19712.0,coches.net,utilitario
VOLKSWAGEN,GOLF,12900.0,2010.0,49700.0,Gasolina,Automatico,12212.0,coches.net,berlina
KIA,STONIC,13475.0,2021.0,56000.0,Gasolina,Manual,8412.0,coches.net,utilitario
VOLKSWAGEN,TIGUAN,23990.0,2018.0,118000.0,Diésel,Automatico,15012.0,coches.net,utilitario
SEAT,LEÓN,19990.0,2024.0,19696.0,Gasolina,Manual,11612.0,coches.net,berlina
SKODA,KAMIQ,21700.0,2025.0,9364.0,Gasolina,Manual,11512.0,coches.net,utilitario
AUDI,Q3,18950.0,2016.0,109000.0,Diésel,Automatico,15012.0,coches.net,utilitario
VOLKSWAGEN,T-ROC,24700.0,2023.0,31023.0,Gasolina,Automatico,15012.0,coches.net,utilitario
VOLKSWAGEN,GOLF,12990.0,2015.0,107000.0,Gasolina,Automatico,12512.0,coches.net,berlina
HYUNDAI,INSTER,24090.0,2025.0,2159.0,Eléctrico,Automatico,11512.0,coches.net,utilitario
AUDI,A5,17900.0,2018.0,238000.0,Diésel,Automatico,19012.0,coches.net,berlina
OPEL,COMBO LIFE,13499.0,2021.0,216000.0,Diésel,Manual,10212.0,coches.net,utilitario
VOLKSWAGEN,T-ROC,24300.0,2022.0,34000.0,Gasolina,Manual,11012.0,coches.net,utilitario
VOLKSWAGEN,T-ROC,24300.0,2022.0,34000.0,Gasolina,Manual,11012.0,coches.net,utilitario
VOLVO,V90 CROSS COUNTRY,32290.0,2021.0,73926.0,Híbrido,Automatico,19712.0,coches.net,berlina
SEAT,IBIZA,7999.0,2015.0,111894.0,Diésel,Manual,9012.0,coches.net,berlina
FIAT,PUNTO,7890.0,2014.0,90193.0,Diésel,Manual,7512.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,18999.0,2019.0,129375.0,Diésel,Automatico,11612.0,coches.net,berlina
AUDI,A3,47000.0,2024.0,37000.0,Gasolina,Automatico,31012.0,coches.net,berlina
OPEL,CORSA,14100.0,2024.0,37195.0,Gasolina,Manual,10012.0,coches.net,berlina
FIAT,500,11690.0,2023.0,43765.0,Híbrido,Manual,7012.0,coches.net,berlina
MERCEDES-BENZ,GLA,24990.0,2020.0,76657.0,Gasolina,Automatico,15612.0,coches.net,utilitario
BMW,SERIE 5,28890.0,2021.0,117491.0,Híbrido enchufable,Automatico,29212.0,coches.net,berlina
CITROEN,C4 CACTUS,8997.0,2017.0,180000.0,Gasolina,Automatico,8212.0,coches.net,berlina
TOYOTA,RAV4,27999.0,2021.0,76000.0,Híbrido,Automatico,21812.0,coches.net,utilitario
RENAULT,MÉGANE,15990.0,2022.0,86607.0,Diésel,Manual,11512.0,coches.net,berlina
TOYOTA,LAND CRUISER,79900.0,2025.0,38000.0,Diésel,Automatico,20412.0,coches.net,utilitario
KIA,SORENTO,11800.0,2014.0,173047.0,Diésel,Manual,15012.0,coches.net,utilitario
OPEL,ASTRA,9999.0,2018.0,99728.0,Gasolina,Manual,12512.0,coches.net,berlina
TOYOTA,C-HR,24990.0,2023.0,48358.0,Híbrido,Automatico,14012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,23990.0,2020.0,105000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
RENAULT,ARKANA,26995.0,2025.0,125.0,Híbrido,Automatico,14512.0,coches.net,utilitario
VOLKSWAGEN,TOURAN,11399.0,2014.0,129746.0,Diésel,Manual,10512.0,coches.net,utilitario
ALFA ROMEO,GIULIA,22899.0,2018.0,83071.0,Gasolina,Automatico,20012.0,coches.net,berlina
OPEL,ASTRA,11500.0,2020.0,78518.0,Gasolina,Manual,14512.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,26490.0,2024.0,54750.0,Híbrido,Automatico,13612.0,coches.net,berlina
CITROEN,C3,4990.0,2011.0,228000.0,Diésel,Manual,6812.0,coches.net,berlina
NISSAN,QASHQAI,18990.0,2021.0,88769.0,Híbrido,Manual,14012.0,coches.net,utilitario
CUPRA,FORMENTOR,22850.0,2022.0,95000.0,Diésel,Manual,15012.0,coches.net,utilitario
PEUGEOT,208,8900.0,2021.0,59000.0,Gasolina,Manual,7512.0,coches.net,berlina
PEUGEOT,208,9900.0,2021.0,58000.0,Gasolina,Manual,7512.0,coches.net,berlina
TOYOTA,YARIS,24750.0,2025.0,4569.0,Híbrido,Automatico,13012.0,coches.net,berlina
SEAT,LEÓN,14700.0,2020.0,108740.0,Diésel,Manual,11512.0,coches.net,berlina
SEAT,ALHAMBRA,17900.0,2019.0,194000.0,Diésel,Automatico,15012.0,coches.net,utilitario
FORD,ECOSPORT,15299.0,2022.0,35145.0,Gasolina,Manual,12512.0,coches.net,utilitario
FIAT,500,11990.0,2021.0,29988.0,Híbrido,Manual,7012.0,coches.net,berlina
ZHIDOU,D2S,7990.0,2022.0,11995.0,Eléctrico,Automatico,2312.0,coches.net,berlina
KIA,SPORTAGE,30700.0,2025.0,6000.0,Gasolina,Automatico,15012.0,coches.net,utilitario
SEAT,LEÓN,23800.0,2025.0,6126.0,Gasolina,Manual,15012.0,coches.net,berlina
TOYOTA,YARIS,12990.0,2022.0,153429.0,Híbrido,Automatico,11612.0,coches.net,berlina
SSANGYONG,RODIUS,4999.0,2008.0,264000.0,Diésel,Manual,16512.0,coches.net,utilitario
VOLKSWAGEN,POLO,13990.0,2021.0,103000.0,Gasolina,Automatico,9512.0,coches.net,berlina
SKODA,YETI,7900.0,2015.0,143150.0,Gasolina,Manual,10512.0,coches.net,utilitario
SEAT,ATECA,16400.0,2019.0,61402.0,Gasolina,Manual,11512.0,coches.net,utilitario
BMW,SERIE 3,35900.0,2022.0,14000.0,Híbrido enchufable,Automatico,29212.0,coches.net,berlina
OPEL,MOKKA,8900.0,2015.0,125000.0,Diésel,Manual,13612.0,coches.net,utilitario
TOYOTA,C-HR,20900.0,2021.0,105034.0,Híbrido,Automatico,12212.0,coches.net,berlina
VOLKSWAGEN,POLO,11199.0,2014.0,58784.0,Gasolina,Manual,9012.0,coches.net,berlina
VOLKSWAGEN,TIGUAN,38600.0,2025.0,10469.0,Diésel,Automatico,15012.0,coches.net,utilitario
FIAT,500,13900.0,2023.0,9479.0,Híbrido,Manual,7012.0,coches.net,berlina
KIA,PICANTO,10299.0,2020.0,76201.0,Gasolina,Manual,6712.0,coches.net,berlina
JAECOO,7,36500.0,2025.0,3400.0,Híbrido enchufable,Automatico,34712.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,25990.0,2021.0,56000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
TOYOTA,PROACE CITY,18990.0,2020.0,119675.0,Diésel,Manual,13112.0,coches.net,utilitario
CITROEN,BERLINGO,17490.0,2019.0,121497.0,Diésel,Manual,13012.0,coches.net,utilitario
SEAT,TOLEDO,1890.0,2004.0,340000.0,Diésel,Manual,13012.0,coches.net,berlina
TOYOTA,YARIS,10800.0,2016.0,45853.0,Gasolina,Manual,6912.0,coches.net,berlina
MERCEDES-BENZ,CLA,28990.0,2023.0,52000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
MERCEDES-BENZ,CLA,28990.0,2023.0,52000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
AUDI,A5,27900.0,2010.0,160000.0,Gasolina,Automatico,45012.0,coches.net,berlina
VOLKSWAGEN,GOLF,21900.0,2023.0,115686.0,Diésel,Manual,11512.0,coches.net,berlina
BMW,SERIE 3,39900.0,2025.0,28700.0,Híbrido,Automatico,15012.0,coches.net,berlina
BMW,SERIE 4,36950.0,2017.0,112938.0,Gasolina,Automatico,32612.0,coches.net,berlina
FIAT,TIPO,9249.0,2022.0,163000.0,Híbrido,Automatico,13012.0,coches.net,berlina
LEXUS,RC,27599.0,2018.0,138732.0,Híbrido,Automatico,22312.0,coches.net,berlina
AUDI,A3,26990.0,2021.0,50165.0,Híbrido enchufable,Automatico,20412.0,coches.net,berlina
BMW,SERIE 2,17450.0,2015.0,121299.0,Gasolina,Automatico,13612.0,coches.net,berlina
MERCEDES-BENZ,CLASE E,44990.0,2021.0,93000.0,Diésel,Automatico,33012.0,coches.net,berlina
HYUNDAI,I30,23783.0,2025.0,13562.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,CEE'D,13500.0,2017.0,125000.0,Diésel,Manual,13612.0,coches.net,berlina
KIA,XCEED,22990.0,2023.0,32380.0,Híbrido,Automatico,16012.0,coches.net,utilitario
JEEP,WRANGLER,59900.0,2022.0,29500.0,Híbrido enchufable,Automatico,38112.0,coches.net,utilitario
AUDI,Q2,34500.0,2024.0,25200.0,Diésel,Automatico,15012.0,coches.net,utilitario
SEAT,IBIZA,13900.0,2023.0,119927.0,Gasolina,Manual,11012.0,coches.net,berlina
POLESTAR,4,44990.0,2024.0,5000.0,Eléctrico,Automatico,27212.0,coches.net,utilitario
POLESTAR,4,44990.0,2024.0,10000.0,Eléctrico,Automatico,27212.0,coches.net,utilitario
AUDI,A3,55990.0,2022.0,79372.0,Gasolina,Automatico,40012.0,coches.net,berlina
OPEL,ASTRA,8490.0,2020.0,95000.0,Gasolina,Manual,11012.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,55970.0,2023.0,34901.0,Gasolina,Automatico,30612.0,coches.net,berlina
PORSCHE,MACAN,29999.0,2015.0,204000.0,Diésel,Automatico,25812.0,coches.net,utilitario
VOLKSWAGEN,ARTEON,35900.0,2022.0,87527.0,Diésel,Automatico,15012.0,coches.net,berlina
BMW,X4,25995.0,2016.0,158000.0,Diésel,Automatico,19012.0,coches.net,utilitario
BMW,X4,26995.0,2017.0,128000.0,Diésel,Automatico,19012.0,coches.net,utilitario
HYUNDAI,BAYON,13990.0,2022.0,83347.0,Gasolina,Manual,8412.0,coches.net,utilitario
MERCEDES-BENZ,CLASE S,120000.0,2021.0,103000.0,Gasolina,Automatico,61212.0,coches.net,berlina
RENAULT,CAPTUR,22850.0,2025.0,8000.0,Gas,Manual,10012.0,coches.net,utilitario
BMW,X4,34900.0,2023.0,169000.0,Híbrido,Automatico,19012.0,coches.net,utilitario
KIA,STONIC,16299.0,2021.0,27023.0,Híbrido,Manual,10012.0,coches.net,utilitario
KIA,STONIC,16699.0,2022.0,37672.0,Híbrido,Manual,10012.0,coches.net,utilitario
FORD,PUMA,16490.0,2020.0,61732.0,Híbrido,Manual,12512.0,coches.net,utilitario
RENAULT,MÉGANE,13699.0,2018.0,80877.0,Diésel,Manual,13012.0,coches.net,berlina
CITROEN,C-CROSSER,6990.0,2008.0,215872.0,Diésel,Manual,16012.0,coches.net,utilitario
KIA,SPORTAGE,22990.0,2023.0,150000.0,Híbrido enchufable,Automatico,26512.0,coches.net,utilitario
SEAT,LEÓN,12900.0,2017.0,104962.0,Gasolina,Manual,11012.0,coches.net,berlina
VOLKSWAGEN,T-ROC,20900.0,2018.0,75000.0,Gasolina,Manual,15012.0,coches.net,utilitario
OPEL,CORSA,11900.0,2020.0,25043.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,NIRO,20200.0,2022.0,64296.0,Híbrido,Automatico,14112.0,coches.net,berlina
VOLVO,V60,38900.0,2025.0,17760.0,Híbrido,Automatico,19712.0,coches.net,berlina
AUDI,A5,30990.0,2020.0,61411.0,Híbrido,Automatico,16312.0,coches.net,berlina
FORD,KUGA,21000.0,2022.0,98650.0,Híbrido,Automatico,19012.0,coches.net,utilitario
FORD,KUGA,21000.0,2022.0,98650.0,Híbrido,Automatico,19012.0,coches.net,utilitario
FORD,EDGE,14900.0,2016.0,187751.0,Diésel,Automatico,21012.0,coches.net,utilitario
OMODA,5,22670.0,2025.0,15591.0,Gasolina,Automatico,14712.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,24900.0,2019.0,165000.0,Diésel,Automatico,16312.0,coches.net,utilitario
AUDI,Q3 SPORTBACK,30900.0,2022.0,99000.0,Diésel,Automatico,15012.0,coches.net,utilitario
CUPRA,LEÓN,25500.0,2023.0,46850.0,Híbrido,Automatico,15012.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,57500.0,2023.0,29990.0,Híbrido,Automatico,40812.0,coches.net,berlina
PEUGEOT,107,4490.0,2007.0,87000.0,Gasolina,Manual,6812.0,coches.net,berlina
BMW,SERIE 4,56300.0,2024.0,31448.0,Híbrido,Automatico,28612.0,coches.net,berlina
LAND-ROVER,RANGE ROVER VELAR,40000.0,2020.0,106933.0,Diésel,Automatico,30012.0,coches.net,utilitario
VOLKSWAGEN,MULTIVAN,38990.0,2019.0,47400.0,Diésel,Manual,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,33990.0,2020.0,110000.0,Diésel,Automatico,19412.0,coches.net,utilitario
CITROEN,C3 AIRCROSS,11990.0,2021.0,43707.0,Gasolina,Manual,11012.0,coches.net,utilitario
OPEL,ASTRA,10199.0,2018.0,105673.0,Gasolina,Manual,12512.0,coches.net,berlina
CITROEN,C4 PICASSO,4490.0,2013.0,210000.0,Diésel,Automatico,15012.0,coches.net,utilitario
RENAULT,SCÉNIC,3700.0,2012.0,240000.0,Diésel,Manual,11012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,22900.0,2021.0,82900.0,Gasolina,Manual,13612.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,38890.0,2023.0,62000.0,Diésel,Automatico,19412.0,coches.net,berlina
MINI,COUNTRYMAN,24380.0,2022.0,55729.0,Diésel,Manual,15012.0,coches.net,berlina
TOYOTA,YARIS,19690.0,2022.0,50423.0,Híbrido,Automatico,11612.0,coches.net,berlina
TOYOTA,YARIS,16990.0,2022.0,98854.0,Híbrido,Automatico,11612.0,coches.net,berlina
TOYOTA,COROLLA,18490.0,2021.0,105965.0,Híbrido,Automatico,12212.0,coches.net,berlina
PEUGEOT,2008,19499.0,2025.0,2459.0,Gasolina,Manual,10012.0,coches.net,utilitario
OPEL,GRANDLAND X,12899.0,2020.0,107960.0,Diésel,Manual,13012.0,coches.net,utilitario
CITROEN,C5 AIRCROSS,14850.0,2020.0,102360.0,Diésel,Manual,13112.0,coches.net,utilitario
VOLKSWAGEN,POLO,18990.0,2020.0,62798.0,Gasolina,Manual,11012.0,coches.net,berlina
AUDI,Q5,50500.0,2023.0,39646.0,Híbrido,Automatico,20412.0,coches.net,utilitario
FORD,FOCUS,8470.0,2016.0,164000.0,Gasolina,Manual,12512.0,coches.net,berlina
PEUGEOT,3008,13190.0,2020.0,106855.0,Gasolina,Manual,13012.0,coches.net,utilitario
AUDI,A6,72900.0,2024.0,11238.0,Híbrido,Automatico,34412.0,coches.net,berlina
CITROEN,BERLINGO,11990.0,2016.0,120000.0,Diésel,Manual,10012.0,coches.net,utilitario
AUDI,Q5 SPORTBACK,106900.0,2026.0,60.0,Híbrido,Automatico,36712.0,coches.net,utilitario
MG,ZS,12900.0,2022.0,57000.0,Gasolina,Automatico,11112.0,coches.net,utilitario
VOLVO,XC40,19990.0,2019.0,130238.0,Gasolina,Automatico,16312.0,coches.net,utilitario
MITSUBISHI,OUTLANDER,45400.0,2025.0,9568.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
MITSUBISHI,OUTLANDER,45400.0,2025.0,5528.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
HYUNDAI,KONA,22900.0,2023.0,50312.0,Gasolina,Manual,12012.0,coches.net,utilitario
PEUGEOT,3008,13190.0,2020.0,106855.0,Gasolina,Manual,13012.0,coches.net,utilitario
LAND-ROVER,RANGE ROVER EVOQUE,52900.0,2024.0,20091.0,Híbrido enchufable,Automatico,26912.0,coches.net,utilitario
VOLKSWAGEN,CARAVELLE,14490.0,2010.0,390000.0,Diésel,Manual,14012.0,coches.net,utilitario
SKODA,OCTAVIA,20990.0,2021.0,57329.0,Diésel,Manual,15012.0,coches.net,berlina
FORD,MONDEO,14999.0,2021.0,160000.0,Híbrido,Automatico,18712.0,coches.net,berlina
MINI,MINI,15500.0,2017.0,134500.0,Gasolina,Manual,13612.0,coches.net,berlina
AUDI,Q3,25790.0,2021.0,100025.0,Híbrido enchufable,Automatico,24512.0,coches.net,utilitario
MITSUBISHI,ASX,14199.0,2018.0,74638.0,Gasolina,Manual,11712.0,coches.net,utilitario
PEUGEOT,208,16850.0,2025.0,26000.0,Híbrido,Automatico,10012.0,coches.net,berlina
PEUGEOT,508,16990.0,2020.0,63016.0,Diésel,Manual,13012.0,coches.net,berlina
JEEP,RENEGADE,30750.0,2025.0,17340.0,Híbrido,Automatico,13012.0,coches.net,utilitario
SKODA,FABIA,13500.0,2023.0,29690.0,Gasolina,Manual,8012.0,coches.net,berlina
SEAT,LEÓN,13890.0,2021.0,135165.0,Diésel,Manual,11512.0,coches.net,berlina
AUDI,A3,27300.0,2024.0,17000.0,Híbrido,Automatico,11612.0,coches.net,berlina
KIA,STONIC,14290.0,2022.0,86703.0,Híbrido,Manual,10012.0,coches.net,utilitario
HONDA,CR-V,10500.0,2010.0,163000.0,Diésel,Manual,15012.0,coches.net,utilitario
VOLVO,XC60,16900.0,2016.0,168000.0,Diésel,Automatico,15012.0,coches.net,utilitario
TOYOTA,YARIS,16500.0,2021.0,167000.0,Híbrido,Automatico,11612.0,coches.net,berlina
FIAT,500X,12899.0,2021.0,56513.0,Gasolina,Manual,12012.0,coches.net,utilitario
RENAULT,TALISMAN,17990.0,2018.0,105784.0,Diésel,Automatico,16012.0,coches.net,berlina
ALFA ROMEO,JUNIOR,24290.0,2025.0,10999.0,Híbrido,Automatico,14512.0,coches.net,utilitario
CITROEN,C3 AIRCROSS,13990.0,2024.0,49268.0,Diésel,Manual,11012.0,coches.net,utilitario
SEAT,LEÓN,14990.0,2017.0,124111.0,Diésel,Automatico,15012.0,coches.net,berlina
SEAT,ARONA,14900.0,2019.0,18003.0,Gasolina,Manual,9512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE B,6499.0,2007.0,172000.0,Diésel,Automatico,10912.0,coches.net,utilitario
DACIA,DUSTER,9490.0,2017.0,122312.0,Gas,Manual,10912.0,coches.net,utilitario
AUDI,A6,70500.0,2025.0,961.0,Híbrido,Automatico,20412.0,coches.net,berlina
PEUGEOT,5008,16490.0,2020.0,110946.0,Diésel,Automatico,13012.0,coches.net,utilitario
MG,ZS,17391.0,2025.0,8000.0,Gasolina,Manual,11612.0,coches.net,utilitario
BMW,SERIE 3,18999.0,2022.0,230600.0,Híbrido,Automatico,15012.0,coches.net,berlina
PEUGEOT,208,12499.0,2024.0,32807.0,Gasolina,Manual,7512.0,coches.net,berlina
KIA,CEED,18732.0,2025.0,13585.0,Gasolina,Manual,10012.0,coches.net,berlina
OMODA,5,25800.0,2025.0,7500.0,Gasolina,Automatico,14712.0,coches.net,utilitario
MG,ZS,16990.0,2023.0,19159.0,Gasolina,Automatico,11112.0,coches.net,utilitario
NISSAN,JUKE,24800.0,2024.0,14207.0,Híbrido,Automatico,14312.0,coches.net,utilitario
PEUGEOT,208,10290.0,2021.0,70886.0,Gasolina,Manual,7512.0,coches.net,berlina
AUDI,Q5,47900.0,2022.0,39999.0,Híbrido,Automatico,20412.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,36900.0,2024.0,123000.0,Híbrido,Automatico,20012.0,coches.net,berlina
NISSAN,QASHQAI,27990.0,2024.0,19666.0,Híbrido,Automatico,15812.0,coches.net,utilitario
SEAT,LEÓN,23490.0,2023.0,20858.0,Gasolina,Manual,13012.0,coches.net,berlina
SEAT,LEÓN,23490.0,2023.0,20858.0,Gasolina,Manual,13012.0,coches.net,berlina
MINI,MINI,10500.0,2012.0,140.0,Gasolina,Manual,18412.0,coches.net,berlina
PEUGEOT,308,10499.0,2010.0,81000.0,Diésel,Manual,11212.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,20750.0,2016.0,223000.0,Diésel,Automatico,17012.0,coches.net,berlina
ALFA ROMEO,MITO,4600.0,2010.0,200000.0,Diésel,Manual,12012.0,coches.net,berlina
SEAT,ATECA,22690.0,2022.0,102371.0,Diésel,Automatico,15012.0,coches.net,utilitario
BMW,X3,34900.0,2022.0,88700.0,Híbrido enchufable,Automatico,29212.0,coches.net,utilitario
CUPRA,TERRAMAR,36650.0,2025.0,51.0,Híbrido,Automatico,15012.0,coches.net,utilitario
CUPRA,TERRAMAR,36650.0,2025.0,51.0,Híbrido,Automatico,15012.0,coches.net,utilitario
MG,ZS,16990.0,2023.0,19159.0,Gasolina,Automatico,11112.0,coches.net,utilitario
BMW,SERIE 1,8990.0,2010.0,98000.0,Diésel,Manual,11512.0,coches.net,berlina
HYUNDAI,TUCSON,28990.0,2022.0,40000.0,Híbrido enchufable,Automatico,26512.0,coches.net,utilitario
FORD,KUGA,37690.0,2024.0,24253.0,Híbrido enchufable,Automatico,24312.0,coches.net,utilitario
SEAT,LEÓN,18990.0,2024.0,89990.0,Diésel,Manual,11612.0,coches.net,berlina
MERCEDES-BENZ,GLC COUPÉ,41900.0,2021.0,74500.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
MERCEDES-BENZ,GLA,32990.0,2021.0,120000.0,Diésel,Automatico,15012.0,coches.net,utilitario
