marca,modelo,precio,anno,kilometros,combustible,transmision,potencia,fuente,carroceria
BMW,X1,45900.0,2026.0,22.0,Híbrido enchufable,Automatico,32612.0,coches.net,utilitario
NISSAN,QASHQAI,29500.0,2024.0,26800.0,Híbrido,Automatico,19012.0,coches.net,utilitario
VOLKSWAGEN,POLO,15890.0,2022.0,63559.0,Gasolina,Manual,9512.0,coches.net,berlina
RENAULT,TRAFIC,33900.0,2024.0,30445.0,Diésel,Manual,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE S,49900.0,2020.0,92271.0,Híbrido enchufable,Automatico,47612.0,coches.net,berlina
FIAT,500,11400.0,2021.0,28894.0,Híbrido,Manual,7012.0,coches.net,berlina
FORD,FOCUS,14990.0,2020.0,124529.0,Diésel,Manual,12012.0,coches.net,berlina
CITROEN,Ë-BERLINGO,26990.0,2024.0,10.0,Eléctrico,Automatico,13612.0,coches.net,utilitario
OPEL,GRANDLAND,28990.0,2025.0,30300.0,Híbrido,Automatico,14612.0,coches.net,utilitario
NISSAN,MICRA,12607.0,2022.0,83120.0,Gasolina,Automatico,9212.0,coches.net,berlina
LEXUS,CT,23900.0,2021.0,38866.0,Híbrido,Automatico,13612.0,coches.net,berlina
VOLKSWAGEN,GOLF,8990.0,2012.0,200000.0,Diésel,Manual,10512.0,coches.net,berlina
CITROEN,C3 PLURIEL,4990.0,2008.0,130000.0,Diésel,Manual,7012.0,coches.net,berlina
CUPRA,FORMENTOR,36990.0,2025.0,17600.0,Híbrido enchufable,Automatico,20412.0,coches.net,utilitario
SEAT,IBIZA,20985.0,2024.0,34500.0,Gasolina,Automatico,15012.0,coches.net,berlina
SEAT,IBIZA,13990.0,2022.0,75000.0,Gasolina,Manual,11012.0,coches.net,berlina
SEAT,IBIZA,14990.0,2021.0,70758.0,Gasolina,Manual,11012.0,coches.net,berlina
FORD,FOCUS,13490.0,2021.0,114790.0,Gasolina,Manual,12512.0,coches.net,berlina
CITROEN,C3,7490.0,2020.0,131205.0,Diésel,Manual,9912.0,coches.net,berlina
RENAULT,MÉGANE,14990.0,2020.0,63132.0,Diésel,Manual,9512.0,coches.net,berlina
LAND-ROVER,DISCOVERY,9950.0,2007.0,246800.0,Diésel,Manual,19012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE E,21490.0,2015.0,123000.0,Diésel,Manual,20412.0,coches.net,berlina
LAND-ROVER,RANGE ROVER VELAR,68900.0,2025.0,17881.0,Híbrido enchufable,Automatico,40412.0,coches.net,utilitario
BMW,SERIE 2 ACTIVE TOURER,41900.0,2025.0,3230.0,Diésel,Automatico,15012.0,coches.net,utilitario
JAGUAR,F-PACE,49800.0,2021.0,20159.0,Híbrido,Automatico,20412.0,coches.net,utilitario
AUDI,Q5 SPORTBACK,32990.0,2021.0,169000.0,Híbrido,Automatico,20412.0,coches.net,utilitario
JAGUAR,E-PACE,29900.0,2022.0,52331.0,Híbrido enchufable,Automatico,30912.0,coches.net,utilitario
FORD,FOCUS,16990.0,2023.0,54000.0,Híbrido,Manual,15512.0,coches.net,berlina
MINI,COUNTRYMAN,20990.0,2020.0,67000.0,Híbrido enchufable,Automatico,22412.0,coches.net,berlina
SEAT,ATECA,18990.0,2020.0,42000.0,Gasolina,Manual,11512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE V,57990.0,2021.0,74000.0,Diésel,Automatico,19012.0,coches.net,utilitario
HYUNDAI,I30,33990.0,2021.0,67000.0,Gasolina,Automatico,28012.0,coches.net,berlina
PORSCHE,CAYENNE,60900.0,2019.0,56382.0,Híbrido enchufable,Automatico,46212.0,coches.net,utilitario
FERRARI,458,199000.0,2013.0,43000.0,Gasolina,Automatico,57812.0,coches.net,berlina
BMW,Z4,38990.0,2019.0,18500.0,Gasolina,Automatico,19712.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,59000.0,2025.0,18432.0,Híbrido enchufable,Automatico,31312.0,coches.net,berlina
MERCEDES-BENZ,GLC,57900.0,2023.0,57000.0,Híbrido,Automatico,26912.0,coches.net,utilitario
MERCEDES-BENZ,GLC,56900.0,2022.0,62000.0,Híbrido,Automatico,19712.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLA,16900.0,2015.0,171530.0,Diésel,Automatico,13612.0,coches.net,utilitario
BMW,SERIE 2 ACTIVE TOURER,17990.0,2021.0,99000.0,Diésel,Manual,11612.0,coches.net,utilitario
PORSCHE,MACAN,53900.0,2020.0,65000.0,Gasolina,Automatico,24512.0,coches.net,utilitario
PEUGEOT,2008,16990.0,2020.0,45300.0,Gasolina,Automatico,13012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE E,34900.0,2018.0,83000.0,Gasolina,Automatico,18412.0,coches.net,berlina
BMW,X2,44500.0,2025.0,16653.0,Híbrido,Automatico,16312.0,coches.net,utilitario
NISSAN,QASHQAI,21240.0,2022.0,114540.0,Híbrido,Automatico,15812.0,coches.net,utilitario
SEAT,ATECA,20890.0,2023.0,72315.0,Gasolina,Manual,15012.0,coches.net,utilitario
TOYOTA,YARIS,16990.0,2024.0,63000.0,Gasolina,Manual,12512.0,coches.net,berlina
PEUGEOT,2008,13990.0,2021.0,47767.0,Gasolina,Manual,10012.0,coches.net,utilitario
PEUGEOT,E-308,24990.0,2024.0,23000.0,Eléctrico,Automatico,15612.0,coches.net,berlina
JEEP,AVENGER,27990.0,2024.0,9000.0,Eléctrico,Automatico,15612.0,coches.net,utilitario
BMW,X7,99000.0,2025.0,21500.0,Híbrido,Automatico,35212.0,coches.net,utilitario
BMW,SERIE 1,19500.0,2019.0,77000.0,Gasolina,Manual,13612.0,coches.net,berlina
HYUNDAI,TUCSON,11999.0,2017.0,170000.0,Diésel,Manual,14112.0,coches.net,utilitario
PEUGEOT,308,5499.0,2014.0,205000.0,Diésel,Manual,9212.0,coches.net,berlina
NISSAN,X-TRAIL,13999.0,2017.0,180000.0,Diésel,Manual,13012.0,coches.net,utilitario
VOLKSWAGEN,TAIGO,19290.0,2024.0,56731.0,Gasolina,Manual,11012.0,coches.net,utilitario
NISSAN,QASHQAI,16990.0,2019.0,63295.0,Diésel,Manual,11512.0,coches.net,berlina
FORD,FOCUS,13490.0,2018.0,75631.0,Gasolina,Manual,12512.0,coches.net,berlina
OPEL,CORSA,9240.0,2019.0,107216.0,Gasolina,Manual,9012.0,coches.net,berlina
JEEP,COMPASS,31990.0,2025.0,15300.0,Híbrido,Automatico,13012.0,coches.net,utilitario
FIAT,500C,11990.0,2022.0,65098.0,Híbrido,Manual,7012.0,coches.net,berlina
NISSAN,QASHQAI,20990.0,2022.0,49000.0,Gasolina,Manual,14012.0,coches.net,berlina
TOYOTA,COROLLA,24500.0,2024.0,14299.0,Híbrido,Automatico,14012.0,coches.net,berlina
MERCEDES-BENZ,CLASE B,33900.0,2022.0,46699.0,Diésel,Automatico,15012.0,coches.net,utilitario
AUDI,Q2,17900.0,2018.0,126000.0,Diésel,Manual,11612.0,coches.net,utilitario
AUDI,A6,96900.0,2022.0,83000.0,Gasolina,Automatico,60012.0,coches.net,berlina
LAND-ROVER,DISCOVERY,54900.0,2022.0,61000.0,Híbrido,Automatico,30012.0,coches.net,utilitario
MASERATI,GHIBLI,39990.0,2021.0,133410.0,Híbrido,Automatico,33012.0,coches.net,berlina
KIA,SPORTAGE,17900.0,2017.0,112000.0,Diésel,Manual,11512.0,coches.net,utilitario
BMW,X1,23800.0,2020.0,134000.0,Diésel,Automatico,15012.0,coches.net,utilitario
BMW,X3,29990.0,2021.0,73000.0,Híbrido enchufable,Automatico,29212.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,31990.0,2025.0,20000.0,Diésel,Automatico,11612.0,coches.net,berlina
LAND-ROVER,RANGE ROVER EVOQUE,26990.0,2021.0,57000.0,Híbrido enchufable,Automatico,30912.0,coches.net,utilitario
KIA,CEED,16990.0,2023.0,43000.0,Gasolina,Manual,10012.0,coches.net,berlina
CITROEN,BERLINGO,10990.0,2018.0,187000.0,Diésel,Automatico,10012.0,coches.net,utilitario
KIA,STONIC,12500.0,2018.0,114000.0,Diésel,Manual,11012.0,coches.net,utilitario
KIA,PICANTO,8990.0,2015.0,122000.0,Gasolina,Manual,8512.0,coches.net,berlina
BMW,SERIE 1,18250.0,2021.0,93266.0,Diésel,Automatico,11612.0,coches.net,berlina
CITROEN,Ë-SPACETOURER,26990.0,2021.0,44753.0,Eléctrico,Automatico,13612.0,coches.net,utilitario
MERCEDES-BENZ,CLASE B,20900.0,2019.0,108000.0,Diésel,Automatico,11612.0,coches.net,utilitario
CITROEN,C5 AIRCROSS,15990.0,2021.0,96150.0,Diésel,Manual,13112.0,coches.net,utilitario
TOYOTA,COROLLA,22990.0,2021.0,68107.0,Híbrido,Automatico,18012.0,coches.net,berlina
MERCEDES-BENZ,CLA,73995.0,2022.0,42000.0,Gasolina,Automatico,42212.0,coches.net,berlina
FIAT,TIPO,9690.0,2021.0,96273.0,Diésel,Manual,9512.0,coches.net,berlina
VOLKSWAGEN,GOLF,28990.0,2019.0,83000.0,Gasolina,Automatico,24512.0,coches.net,berlina
MG,ZS,17500.0,2025.0,12144.0,Gasolina,Automatico,11112.0,coches.net,utilitario
FORD,FOCUS,11990.0,2018.0,140932.0,Gasolina,Manual,12512.0,coches.net,berlina
VOLKSWAGEN,GOLF,18850.0,2021.0,93703.0,Diésel,Manual,11512.0,coches.net,berlina
VOLKSWAGEN,GOLF,24990.0,2025.0,28712.0,Gasolina,Manual,11512.0,coches.net,berlina
MINI,COOPER,25990.0,2025.0,19233.0,Gasolina,Automatico,15612.0,coches.net,berlina
PEUGEOT,TRAVELLER,28990.0,2021.0,51092.0,Diésel,Manual,14512.0,coches.net,utilitario
OPEL,MOKKA,9999.0,2015.0,176000.0,Diésel,Automatico,13612.0,coches.net,utilitario
MERCEDES-BENZ,CLASE E,19990.0,2012.0,116000.0,Diésel,Automatico,26512.0,coches.net,berlina
MERCEDES-BENZ,CLA,28990.0,2023.0,66500.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
HYUNDAI,KONA,25990.0,2025.0,22069.0,Híbrido,Automatico,12912.0,coches.net,utilitario
MG,ZS,16790.0,2025.0,15914.0,Gasolina,Manual,10612.0,coches.net,utilitario
CITROEN,C4,16990.0,2021.0,45000.0,Diésel,Automatico,13012.0,coches.net,berlina
SEAT,ATECA,23400.0,2021.0,49227.0,Gasolina,Automatico,15012.0,coches.net,utilitario
BMW,X3,32900.0,2018.0,128508.0,Diésel,Automatico,19012.0,coches.net,utilitario
BMW,I4,52900.0,2024.0,39834.0,Eléctrico,Automatico,54412.0,coches.net,berlina
SKODA,RAPID,7990.0,2018.0,187000.0,Diésel,Manual,9012.0,coches.net,berlina
AUDI,Q8,79990.0,2023.0,37503.0,Híbrido,Automatico,28612.0,coches.net,utilitario
TOYOTA,RAV4,28999.0,2022.0,114990.0,Híbrido,Automatico,21812.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,49890.0,2022.0,24337.0,Híbrido enchufable,Automatico,32012.0,coches.net,utilitario
CITROEN,C3,11900.0,2023.0,78691.0,Gasolina,Manual,8312.0,coches.net,berlina
RENAULT,CLIO,12700.0,2022.0,74179.0,Diésel,Manual,10012.0,coches.net,berlina
AUDI,A4,22490.0,2020.0,116019.0,Diésel,Automatico,12212.0,coches.net,berlina
VOLKSWAGEN,TOUAREG,36990.0,2021.0,82063.0,Diésel,Automatico,23112.0,coches.net,utilitario
NISSAN,ARIYA,35990.0,2022.0,5612.0,Eléctrico,Automatico,24212.0,coches.net,utilitario
RENAULT,ARKANA,22990.0,2023.0,89000.0,Híbrido,Automatico,14012.0,coches.net,utilitario
SKODA,OCTAVIA,24490.0,2021.0,109000.0,Diésel,Automatico,15012.0,coches.net,berlina
TOYOTA,C-HR,21490.0,2021.0,150000.0,Híbrido,Automatico,12212.0,coches.net,berlina
VOLKSWAGEN,T-CROSS,19900.0,2022.0,53000.0,Gasolina,Automatico,11012.0,coches.net,utilitario
VOLVO,XC40,35800.0,2025.0,13800.0,Híbrido,Automatico,16312.0,coches.net,utilitario
VOLVO,XC40,32900.0,2025.0,28297.0,Híbrido,Automatico,16312.0,coches.net,utilitario
PEUGEOT,2008,14190.0,2022.0,33000.0,Gasolina,Manual,10012.0,coches.net,utilitario
AUDI,A4,14990.0,2015.0,137000.0,Diésel,Automatico,15012.0,coches.net,berlina
CITROEN,C3,10190.0,2022.0,50000.0,Gasolina,Manual,8312.0,coches.net,berlina
FIAT,PANDA,11995.0,2022.0,67000.0,Híbrido,Manual,7012.0,coches.net,berlina
AUDI,Q3 SPORTBACK,34890.0,2020.0,101529.0,Diésel,Automatico,15012.0,coches.net,utilitario
VOLKSWAGEN,CADDY,20900.0,2021.0,133000.0,Diésel,Manual,12212.0,coches.net,utilitario
RENAULT,ARKANA,15850.0,2021.0,119000.0,Híbrido,Automatico,14512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE B,20550.0,2022.0,119000.0,Híbrido enchufable,Automatico,21812.0,coches.net,utilitario
CITROEN,C4 SPACETOURER,9850.0,2020.0,146000.0,Diésel,Manual,13012.0,coches.net,utilitario
FORD,FOCUS,18950.0,2022.0,46000.0,Híbrido,Manual,15512.0,coches.net,berlina
CITROEN,C3 AIRCROSS,11100.0,2020.0,128000.0,Diésel,Automatico,12012.0,coches.net,utilitario
VOLKSWAGEN,GOLF,23490.0,2020.0,70719.0,Diésel,Manual,15012.0,coches.net,berlina
PORSCHE,MACAN,55500.0,2021.0,138948.0,Gasolina,Automatico,44012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,25990.0,2022.0,90000.0,Diésel,Automatico,11612.0,coches.net,berlina
BMW,X1,19900.0,2017.0,89585.0,Diésel,Automatico,15012.0,coches.net,utilitario
BMW,SERIE 1,33900.0,2025.0,15231.0,Híbrido,Automatico,17012.0,coches.net,berlina
MITSUBISHI,OUTLANDER,20690.0,2017.0,59427.0,Híbrido enchufable,Automatico,20312.0,coches.net,utilitario
AUDI,A5,52400.0,2024.0,16500.0,Híbrido,Automatico,20412.0,coches.net,berlina
MAZDA,CX-60,34900.0,2022.0,66385.0,Híbrido enchufable,Automatico,32712.0,coches.net,utilitario
MAZDA,CX-60,37490.0,2023.0,38309.0,Híbrido enchufable,Automatico,32712.0,coches.net,utilitario
MAZDA,CX-5,26990.0,2023.0,85434.0,Gasolina,Manual,16512.0,coches.net,utilitario
BMW,X6,27500.0,2015.0,233674.0,Diésel,Automatico,31312.0,coches.net,utilitario
AUDI,A6,45900.0,2021.0,70000.0,Híbrido enchufable,Automatico,36712.0,coches.net,berlina
VOLKSWAGEN,ID.4,23500.0,2021.0,105940.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
AUDI,A4,20900.0,2021.0,153568.0,Híbrido,Automatico,13612.0,coches.net,berlina
LYNK & CO,02,30900.0,2025.0,15000.0,Eléctrico,Automatico,27212.0,coches.net,utilitario
FORD,PUMA,16090.0,2022.0,94000.0,Diésel,Manual,12012.0,coches.net,utilitario
SMART,FORFOUR,9890.0,2020.0,45000.0,Eléctrico,Automatico,8212.0,coches.net,berlina
MAZDA,CX-30,19390.0,2020.0,79000.0,Híbrido,Manual,12212.0,coches.net,utilitario
LYNK & CO,01,24900.0,2023.0,53821.0,Híbrido enchufable,Automatico,26112.0,coches.net,utilitario
LAND-ROVER,RANGE ROVER EVOQUE,30990.0,2019.0,57000.0,Híbrido,Automatico,30012.0,coches.net,utilitario
VOLVO,XC60,38400.0,2024.0,49426.0,Híbrido,Automatico,19712.0,coches.net,utilitario
MAZDA,CX-60,36990.0,2022.0,87196.0,Híbrido enchufable,Automatico,32712.0,coches.net,utilitario
MAZDA,CX-5,18490.0,2017.0,78444.0,Gasolina,Manual,16512.0,coches.net,utilitario
KIA,SPORTAGE,35090.0,2024.0,15941.0,Híbrido enchufable,Automatico,26512.0,coches.net,utilitario
OPEL,CORSA,10790.0,2021.0,70033.0,Gasolina,Manual,10012.0,coches.net,berlina
CITROEN,C3,6990.0,2016.0,143183.0,Diésel,Manual,7512.0,coches.net,berlina
RENAULT,CLIO,12490.0,2022.0,92112.0,Gasolina,Manual,9012.0,coches.net,berlina
AUDI,Q7,31990.0,2016.0,134138.0,Diésel,Automatico,21812.0,coches.net,utilitario
VOLKSWAGEN,GOLF,18990.0,2020.0,137410.0,Diésel,Automatico,15012.0,coches.net,berlina
CITROEN,C4,10990.0,2017.0,55897.0,Gasolina,Manual,13112.0,coches.net,berlina
PORSCHE,911,324900.0,2025.0,10595.0,Gasolina,Automatico,52512.0,coches.net,berlina
VOLKSWAGEN,POLO,13990.0,2021.0,70000.0,Gasolina,Manual,9512.0,coches.net,berlina
MINI,MINI,15990.0,2019.0,67000.0,Gasolina,Manual,10212.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,37900.0,2025.0,10000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
VOLVO,V60,35900.0,2024.0,29000.0,Híbrido,Automatico,19712.0,coches.net,berlina
BMW,SERIE 2 GRAN TOURER,22990.0,2021.0,61062.0,Diésel,Automatico,11612.0,coches.net,utilitario
MERCEDES-BENZ,CLA,42900.0,2025.0,3000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
MINI,CLUBMAN,26900.0,2023.0,27000.0,Gasolina,Automatico,13612.0,coches.net,berlina
BMW,SERIE 3,29900.0,2024.0,17900.0,Híbrido enchufable,Automatico,20412.0,coches.net,berlina
BMW,X2,22990.0,2021.0,75000.0,Híbrido enchufable,Automatico,22012.0,coches.net,utilitario
FIAT,500X,15990.0,2022.0,71000.0,Gasolina,Manual,12012.0,coches.net,utilitario
MINI,COUNTRYMAN,20990.0,2020.0,67000.0,Híbrido enchufable,Automatico,22412.0,coches.net,berlina
JEEP,AVENGER,16990.0,2024.0,71000.0,Gasolina,Manual,10012.0,coches.net,utilitario
AUDI,A4,20000.0,2021.0,200000.0,Híbrido,Automatico,20412.0,coches.net,berlina
SKODA,FABIA,14400.0,2022.0,33700.0,Gasolina,Manual,8012.0,coches.net,berlina
MERCEDES-BENZ,CLASE CLS,6990.0,2005.0,390000.0,Gasolina,Automatico,27212.0,coches.net,berlina
JAGUAR,XF,6480.0,2010.0,360000.0,Diésel,Automatico,21112.0,coches.net,berlina
CITROEN,DS5,8980.0,2014.0,220000.0,Diésel,Automatico,11412.0,coches.net,berlina
DACIA,SANDERO,11490.0,2021.0,132000.0,Gas,Manual,10012.0,coches.net,berlina
RENAULT,CAPTUR,7990.0,2015.0,214000.0,Gasolina,Manual,9012.0,coches.net,berlina
CITROEN,C4,14990.0,2022.0,32424.0,Gasolina,Manual,13012.0,coches.net,berlina
TOYOTA,VERSO,8990.0,2011.0,154300.0,Diésel,Manual,12612.0,coches.net,utilitario
KIA,NIRO,19975.0,2023.0,68000.0,Híbrido,Automatico,14112.0,coches.net,berlina
TOYOTA,YARIS,14990.0,2020.0,40000.0,Híbrido,Automatico,10012.0,coches.net,berlina
BMW,SERIE 3,41100.0,2025.0,22245.0,Híbrido,Automatico,15012.0,coches.net,berlina
VOLKSWAGEN,TOURAN,8980.0,2011.0,250000.0,Diésel,Automatico,10512.0,coches.net,utilitario
VOLKSWAGEN,GOLF,14500.0,2015.0,230000.0,Diésel,Automatico,18412.0,coches.net,berlina
RENAULT,LAGUNA,8990.0,2011.0,190000.0,Diésel,Manual,15012.0,coches.net,berlina
TESLA,MODEL 3,30000.0,2023.0,60000.0,Eléctrico,Automatico,25612.0,coches.net,berlina
FORD,FOCUS,12890.0,2017.0,102115.0,Diésel,Manual,12012.0,coches.net,berlina
FORD,FOCUS,12890.0,2017.0,102115.0,Diésel,Manual,12012.0,coches.net,berlina
NISSAN,QASHQAI,14990.0,2019.0,115906.0,Gasolina,Manual,14012.0,coches.net,berlina
FORD,FIESTA,10190.0,2021.0,117258.0,Gasolina,Manual,7512.0,coches.net,berlina
SEAT,LEÓN,11990.0,2021.0,169234.0,Diésel,Manual,11512.0,coches.net,berlina
FORD,FOCUS,18490.0,2023.0,68688.0,Híbrido,Manual,15512.0,coches.net,berlina
RENAULT,CLIO,12990.0,2023.0,74000.0,Gasolina,Manual,9012.0,coches.net,berlina
RENAULT,CLIO,12990.0,2023.0,74000.0,Gasolina,Manual,9012.0,coches.net,berlina
KIA,STONIC,13990.0,2022.0,72000.0,Gasolina,Manual,10012.0,coches.net,utilitario
PEUGEOT,308,7800.0,2020.0,237000.0,Gasolina,Manual,13012.0,coches.net,berlina
MERCEDES-BENZ,GLE,53990.0,2022.0,121000.0,Híbrido,Automatico,27212.0,coches.net,utilitario
RENAULT,CLIO,10700.0,2020.0,99300.0,Diésel,Manual,8512.0,coches.net,berlina
HONDA,HR-V,31900.0,2025.0,8500.0,Híbrido,Automatico,13112.0,coches.net,utilitario
SEAT,ARONA,19500.0,2025.0,21762.0,Gasolina,Manual,11512.0,coches.net,utilitario
SKODA,KAMIQ,16300.0,2021.0,65000.0,Gasolina,Automatico,11012.0,coches.net,utilitario
AUDI,Q2,19950.0,2020.0,99000.0,Diésel,Automatico,11612.0,coches.net,utilitario
MAZDA,CX-30,18950.0,2023.0,71000.0,Híbrido,Manual,12212.0,coches.net,utilitario
TOYOTA,C-HR,19950.0,2019.0,89000.0,Híbrido,Automatico,12212.0,coches.net,berlina
FORD,TOURNEO COURIER,27900.0,2025.0,1.0,Gasolina,Manual,12512.0,coches.net,utilitario
AUDI,A4,28500.0,2020.0,121132.0,Diésel,Automatico,19012.0,coches.net,berlina
VOLKSWAGEN,T-ROC,14990.0,2021.0,94000.0,Gasolina,Manual,11012.0,coches.net,utilitario
SSANGYONG,MUSSO,26990.0,2024.0,48000.0,Diésel,Manual,20212.0,coches.net,pick up
SEAT,LEÓN,16990.0,2022.0,98000.0,Híbrido enchufable,Automatico,20412.0,coches.net,berlina
AUDI,A1,17990.0,2022.0,65000.0,Gasolina,Manual,9512.0,coches.net,berlina
BMW,X1,12490.0,2014.0,182000.0,Diésel,Automatico,14312.0,coches.net,berlina
VOLKSWAGEN,POLO,7999.0,2011.0,151000.0,Diésel,Manual,10512.0,coches.net,berlina
MG,ZS,15490.0,2025.0,11292.0,Gasolina,Manual,10612.0,coches.net,utilitario
PEUGEOT,3008,13999.0,2019.0,148752.0,Diésel,Manual,13012.0,coches.net,utilitario
JEEP,WRANGLER,59800.0,2023.0,51045.0,Híbrido enchufable,Automatico,38112.0,coches.net,utilitario
MAZDA,MX-5,23990.0,2018.0,36683.0,Gasolina,Manual,13112.0,coches.net,berlina
SEAT,ATECA,27900.0,2022.0,48000.0,Gasolina,Automatico,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,40990.0,2024.0,36700.0,Híbrido,Automatico,16312.0,coches.net,berlina
NISSAN,QASHQAI,16990.0,2020.0,120000.0,Gasolina,Manual,14012.0,coches.net,berlina
AUDI,Q5,30490.0,2020.0,107221.0,Híbrido enchufable,Automatico,29912.0,coches.net,utilitario
SKODA,FABIA,15990.0,2021.0,39000.0,Gasolina,Manual,9512.0,coches.net,berlina
DS,DS 7 CROSSBACK,20490.0,2021.0,66306.0,Diésel,Automatico,13012.0,coches.net,utilitario
PEUGEOT,3008,18480.0,2022.0,80547.0,Diésel,Manual,13012.0,coches.net,utilitario
OPEL,MOKKA,22490.0,2024.0,11376.0,Híbrido,Automatico,13612.0,coches.net,utilitario
DACIA,DUSTER,15290.0,2020.0,52679.0,Diésel,Manual,9512.0,coches.net,utilitario
LYNK & CO,01,23690.0,2023.0,34028.0,Híbrido enchufable,Automatico,26112.0,coches.net,utilitario
OPEL,INSIGNIA,5999.0,2012.0,170000.0,Diésel,Manual,13012.0,coches.net,berlina
FORD,C-MAX,8990.0,2019.0,129977.0,Diésel,Manual,9512.0,coches.net,utilitario
CITROEN,GRAND C4 PICASSO,8500.0,2014.0,199000.0,Diésel,Automatico,15012.0,coches.net,utilitario
PEUGEOT,3008,12500.0,2018.0,213000.0,Diésel,Manual,13012.0,coches.net,utilitario
DS,DS 4,9000.0,2016.0,137000.0,Diésel,Manual,12012.0,coches.net,berlina
RENAULT,MÉGANE,11990.0,2019.0,100000.0,Diésel,Manual,11512.0,coches.net,berlina
KIA,STONIC,13900.0,2024.0,89000.0,Gasolina,Manual,8412.0,coches.net,utilitario
PEUGEOT,208,8790.0,2021.0,132713.0,Diésel,Manual,10012.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,22490.0,2019.0,65290.0,Diésel,Automatico,11612.0,coches.net,berlina
LEXUS,UX,33650.0,2023.0,12145.0,Híbrido,Automatico,18412.0,coches.net,utilitario
PEUGEOT,5008,14950.0,2019.0,116000.0,Diésel,Automatico,13012.0,coches.net,utilitario
BMW,Z4,18990.0,2003.0,118529.0,Gasolina,Manual,23112.0,coches.net,berlina
HYUNDAI,TUCSON,23990.0,2021.0,62659.0,Híbrido,Automatico,23012.0,coches.net,utilitario
CITROEN,BERLINGO,16990.0,2020.0,12000.0,Diésel,Manual,10212.0,coches.net,utilitario
OPEL,MOKKA,15950.0,2022.0,40000.0,Diésel,Manual,11012.0,coches.net,utilitario
MINI,COUNTRYMAN,17250.0,2019.0,99000.0,Híbrido enchufable,Automatico,22412.0,coches.net,berlina
BMW,X1,20350.0,2020.0,99000.0,Híbrido enchufable,Automatico,22012.0,coches.net,utilitario
AUDI,Q5,23950.0,2020.0,149000.0,Híbrido enchufable,Automatico,29912.0,coches.net,utilitario
AUDI,A5,32900.0,2022.0,90000.0,Híbrido,Automatico,15012.0,coches.net,berlina
BMW,SERIE 1,21900.0,2021.0,149889.0,Diésel,Manual,15012.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,35499.0,2019.0,125000.0,Gasolina,Automatico,30612.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,20990.0,2020.0,154634.0,Diésel,Automatico,11612.0,coches.net,berlina
AUDI,A5,29990.0,2021.0,199900.0,Híbrido,Automatico,28612.0,coches.net,berlina
LAND-ROVER,RANGE ROVER VELAR,25980.0,2020.0,75993.0,Diésel,Automatico,18012.0,coches.net,utilitario
BMW,SERIE 1,25985.0,2023.0,62273.0,Diésel,Automatico,15012.0,coches.net,berlina
VOLKSWAGEN,POLO,15985.0,2023.0,38711.0,Gasolina,Manual,9512.0,coches.net,berlina
AUDI,A3,12900.0,2011.0,193132.0,Diésel,Manual,17012.0,coches.net,berlina
VOLKSWAGEN,POLO,12699.0,2015.0,49253.0,Gasolina,Manual,11012.0,coches.net,berlina
VOLKSWAGEN,POLO,11599.0,2014.0,11948.0,Gasolina,Manual,9012.0,coches.net,berlina
RENAULT,MÉGANE,12490.0,2019.0,136314.0,Gasolina,Manual,14012.0,coches.net,berlina
VOLKSWAGEN,POLO,10950.0,2021.0,215467.0,Gasolina,Manual,9512.0,coches.net,berlina
RENAULT,MÉGANE,14800.0,2023.0,165119.0,Diésel,Manual,11512.0,coches.net,berlina
CITROEN,Ë-C3,24600.0,2025.0,5455.0,Eléctrico,Automatico,11312.0,coches.net,berlina
KIA,XCEED,22990.0,2022.0,19146.0,Híbrido enchufable,Automatico,14112.0,coches.net,utilitario
KIA,XCEED,22990.0,2022.0,7128.0,Híbrido enchufable,Automatico,14112.0,coches.net,utilitario
BMW,X3,39500.0,2024.0,121000.0,Híbrido,Automatico,19012.0,coches.net,utilitario
VOLVO,XC60,59500.0,2025.0,16215.0,Híbrido enchufable,Automatico,35012.0,coches.net,utilitario
OPEL,GRANDLAND X,13900.0,2021.0,84731.0,Diésel,Manual,13012.0,coches.net,utilitario
BMW,SERIE 3,45900.0,2025.0,22198.0,Híbrido,Automatico,19012.0,coches.net,berlina
AUDI,A1,19490.0,2020.0,66235.0,Gasolina,Automatico,11612.0,coches.net,berlina
VOLKSWAGEN,TOURAN,19490.0,2021.0,155235.0,Diésel,Manual,12212.0,coches.net,utilitario
